segment_file_name, original_file_name
08_Affiliative_Conciliation_seg002.wav,08_Affiliative_Conciliation.wav
08_Aggressive_Dueling_seg001.wav,08_Aggressive_Dueling.wav
08_Aggressive_Dueling_seg002.wav,08_Aggressive_Dueling.wav
08_Aggressive_Dueling_seg003.wav,08_Aggressive_Dueling.wav
08_Attacking & Mobbing_Trumpet-Blast_seg001.wav,08_Attacking & Mobbing_Trumpet-Blast.wav
08_Attacking & Mobbing_Trumpet-Blast_seg002.wav,08_Attacking & Mobbing_Trumpet-Blast.wav
08_Attacking & Mobbing_Trumpet-Blast_seg003.wav,08_Attacking & Mobbing_Trumpet-Blast.wav
08_Calf Nourishment & Weaning_Guiding_seg001.wav,08_Calf Nourishment & Weaning_Guiding.wav
08_Calf Nourishment & Weaning_Guiding_seg002.wav,08_Calf Nourishment & Weaning_Guiding.wav
08_Calf Reassurance & Protection_Call-Calf-Rumble_seg001.wav,08_Calf Reassurance & Protection_Call-Calf-Rumble.wav
08_Calf Reassurance & Protection_Call-Calf-Rumble_seg002.wav,08_Calf Reassurance & Protection_Call-Calf-Rumble.wav
08_Calf Reassurance & Protection_Call-Calf-Rumble_seg003.wav,08_Calf Reassurance & Protection_Call-Calf-Rumble.wav
08_Coalition Building_Social-Trumpet_seg001.wav,08_Coalition Building_Social-Trumpet.wav
08_Coalition Building_Social-Trumpet_seg002.wav,08_Coalition Building_Social-Trumpet.wav
08_Coalition Building_Social-Trumpet_seg003.wav,08_Coalition Building_Social-Trumpet.wav
08_Conflict & Confrontation_Trumpet-Blast_seg001.wav,08_Conflict & Confrontation_Trumpet-Blast.wav
08_Conflict & Confrontation_Trumpet-Blast_seg002.wav,08_Conflict & Confrontation_Trumpet-Blast.wav
08_Conflict & Confrontation_Trumpet-Blast_seg003.wav,08_Conflict & Confrontation_Trumpet-Blast.wav
08_Conflict & Confrontation_Trumpet-Blast_seg004.wav,08_Conflict & Confrontation_Trumpet-Blast.wav
08_Courtship_Mating_seg001.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg002.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg003.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg004.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg005.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg006.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg007.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg008.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg009.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg010.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg011.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg012.wav,08_Courtship_Mating.wav
08_Courtship_Mating_seg013.wav,08_Courtship_Mating.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg004.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg005.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Movement Space & Leadership_Lets-Go-Rumble_seg006.wav,08_Movement Space & Leadership_Lets-Go-Rumble.wav
08_Novel & Idiosyncratic_Squeal-Trumpet_seg001.wav,08_Novel & Idiosyncratic_Squeal-Trumpet.wav
08_Novel & Idiosyncratic_Squeal-Trumpet_seg002.wav,08_Novel & Idiosyncratic_Squeal-Trumpet.wav
08_Protest & Distress_V8-Rumble_seg001.wav,08_Protest & Distress_V8-Rumble.wav
08_Protest & Distress_V8-Rumble_seg002.wav,08_Protest & Distress_V8-Rumble.wav
08_Social Play_Play-Trumpet_seg001.wav,08_Social Play_Play-Trumpet.wav
08_Social Play_Play-Trumpet_seg002.wav,08_Social Play_Play-Trumpet.wav
09_Advertisement & Attraction_Estrous-Rumble_seg001.wav,09_Advertisement & Attraction_Estrous-Rumble.wav
09_Advertisement & Attraction_Estrous-Rumble_seg002.wav,09_Advertisement & Attraction_Estrous-Rumble.wav
09_Affiliative_Conciliation_seg001.wav,09_Affiliative_Conciliation.wav
09_Affiliative_Conciliation_seg002.wav,09_Affiliative_Conciliation.wav
09_Affiliative_Conciliation_seg003.wav,09_Affiliative_Conciliation.wav
09_Aggressive_Escalated-Contest_seg001.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg002.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg003.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg004.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg005.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg006.wav,09_Aggressive_Escalated-Contest.wav
09_Aggressive_Escalated-Contest_seg007.wav,09_Aggressive_Escalated-Contest.wav
09_Attacking & Mobbing_Trumpet-Blast_seg001.wav,09_Attacking & Mobbing_Trumpet-Blast.wav
09_Attacking & Mobbing_Trumpet-Blast_seg002.wav,09_Attacking & Mobbing_Trumpet-Blast.wav
09_Calf Nourishment & Weaning_Roar-Rumble_seg001.wav,09_Calf Nourishment & Weaning_Roar-Rumble.wav
09_Calf Nourishment & Weaning_Roar-Rumble_seg002.wav,09_Calf Nourishment & Weaning_Roar-Rumble.wav
09_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,09_Calf Reassurance & Protection_Coo-Rumble.wav
09_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,09_Calf Reassurance & Protection_Coo-Rumble.wav
09_Calf Reassurance & Protection_Coo-Rumble_seg003.wav,09_Calf Reassurance & Protection_Coo-Rumble.wav
09_Coalition Building_Social-Trumpet_seg001.wav,09_Coalition Building_Social-Trumpet.wav
09_Coalition Building_Social-Trumpet_seg002.wav,09_Coalition Building_Social-Trumpet.wav
09_Courtship_Mating_seg001.wav,09_Courtship_Mating.wav
09_Courtship_Mating_seg002.wav,09_Courtship_Mating.wav
09_Courtship_Mating_seg003.wav,09_Courtship_Mating.wav
09_Courtship_Mating_seg004.wav,09_Courtship_Mating.wav
09_Courtship_Mating_seg005.wav,09_Courtship_Mating.wav
09_Courtship_Mating_seg006.wav,09_Courtship_Mating.wav
09_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,09_Movement Space & Leadership_Lets-Go-Rumble.wav
09_Novel & Idiosyncratic_Truck-Like-Call_seg001.wav,09_Novel & Idiosyncratic_Truck-Like-Call.wav
09_Protest & Distress_V8-Rumble_seg001.wav,09_Protest & Distress_V8-Rumble.wav
09_Social Play_Play-Trumpet_seg001.wav,09_Social Play_Play-Trumpet.wav
09_Social Play_Play-Trumpet_seg002.wav,09_Social Play_Play-Trumpet.wav
09_Social Play_Play-Trumpet_seg003.wav,09_Social Play_Play-Trumpet.wav
10_Advertisement & Attraction_Estrous-Running-Rumble_seg001.wav,10_Advertisement & Attraction_Estrous-Running-Rumble.wav
10_Advertisement & Attraction_Estrous-Running-Rumble_seg002.wav,10_Advertisement & Attraction_Estrous-Running-Rumble.wav
10_Advertisement & Attraction_Estrous-Running-Rumble_seg003.wav,10_Advertisement & Attraction_Estrous-Running-Rumble.wav
10_Aggressive_Escalated-Contest_seg001.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg002.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg003.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg004.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg005.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg006.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg007.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg008.wav,10_Aggressive_Escalated-Contest.wav
10_Aggressive_Escalated-Contest_seg009.wav,10_Aggressive_Escalated-Contest.wav
10_Attacking & Mobbing_Trumpet-Blast_seg001.wav,10_Attacking & Mobbing_Trumpet-Blast.wav
10_Attacking & Mobbing_Trumpet-Blast_seg002.wav,10_Attacking & Mobbing_Trumpet-Blast.wav
10_Calf Nourishment & Weaning_Rumble-Roar-Rumble_seg001.wav,10_Calf Nourishment & Weaning_Rumble-Roar-Rumble.wav
10_Calf Nourishment & Weaning_Rumble-Roar-Rumble_seg002.wav,10_Calf Nourishment & Weaning_Rumble-Roar-Rumble.wav
10_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,10_Calf Reassurance & Protection_Coo-Rumble.wav
10_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,10_Calf Reassurance & Protection_Coo-Rumble.wav
10_Calf Reassurance & Protection_Coo-Rumble_seg003.wav,10_Calf Reassurance & Protection_Coo-Rumble.wav
10_Calf Reassurance & Protection_Coo-Rumble_seg004.wav,10_Calf Reassurance & Protection_Coo-Rumble.wav
10_Coalition Building_Bonding-Ceremony_seg001.wav,10_Coalition Building_Bonding-Ceremony.wav
10_Coalition Building_Bonding-Ceremony_seg002.wav,10_Coalition Building_Bonding-Ceremony.wav
10_Coalition Building_Bonding-Ceremony_seg003.wav,10_Coalition Building_Bonding-Ceremony.wav
10_Coalition Building_Bonding-Ceremony_seg004.wav,10_Coalition Building_Bonding-Ceremony.wav
10_Conflict & Confrontation_Rumble-Roar_seg001.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg002.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg003.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg004.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg005.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg006.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg007.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg008.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg009.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Conflict & Confrontation_Rumble-Roar_seg010.wav,10_Conflict & Confrontation_Rumble-Roar.wav
10_Courtship_Chase_seg001.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg002.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg003.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg004.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg005.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg006.wav,10_Courtship_Chase.wav
10_Courtship_Chase_seg007.wav,10_Courtship_Chase.wav
10_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,10_Movement Space & Leadership_Lets-Go-Rumble.wav
10_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,10_Movement Space & Leadership_Lets-Go-Rumble.wav
10_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,10_Movement Space & Leadership_Lets-Go-Rumble.wav
10_Protest & Distress_Rumble-Roar_seg001.wav,10_Protest & Distress_Rumble-Roar.wav
10_Protest & Distress_Rumble-Roar_seg002.wav,10_Protest & Distress_Rumble-Roar.wav
10_Social Play_Pulsated-Trumpet_seg001.wav,10_Social Play_Pulsated-Trumpet.wav
10_Social Play_Pulsated-Trumpet_seg002.wav,10_Social Play_Pulsated-Trumpet.wav
11_Affiliative_Conciliation_seg001.wav,11_Affiliative_Conciliation.wav
11_Affiliative_Conciliation_seg002.wav,11_Affiliative_Conciliation.wav
11_Affiliative_Conciliation_seg003.wav,11_Affiliative_Conciliation.wav
11_Affiliative_Conciliation_seg004.wav,11_Affiliative_Conciliation.wav
11_Affiliative_Conciliation_seg005.wav,11_Affiliative_Conciliation.wav
11_Attacking & Mobbing_Trumpet-Blast_seg001.wav,11_Attacking & Mobbing_Trumpet-Blast.wav
11_Attacking & Mobbing_Trumpet-Blast_seg002.wav,11_Attacking & Mobbing_Trumpet-Blast.wav
11_Attacking & Mobbing_Trumpet-Blast_seg003.wav,11_Attacking & Mobbing_Trumpet-Blast.wav
11_Calf Nourishment & Weaning_Rumble-Roar-Rumble_seg001.wav,11_Calf Nourishment & Weaning_Rumble-Roar-Rumble.wav
11_Calf Nourishment & Weaning_Rumble-Roar-Rumble_seg002.wav,11_Calf Nourishment & Weaning_Rumble-Roar-Rumble.wav
11_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,11_Calf Reassurance & Protection_Coo-Rumble.wav
11_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,11_Calf Reassurance & Protection_Coo-Rumble.wav
11_Calf Reassurance & Protection_Coo-Rumble_seg003.wav,11_Calf Reassurance & Protection_Coo-Rumble.wav
11_Calf Reassurance & Protection_Coo-Rumble_seg004.wav,11_Calf Reassurance & Protection_Coo-Rumble.wav
11_Coalition Building_End-Zone-Dance_seg001.wav,11_Coalition Building_End-Zone-Dance.wav
11_Coalition Building_End-Zone-Dance_seg002.wav,11_Coalition Building_End-Zone-Dance.wav
11_Coalition Building_End-Zone-Dance_seg003.wav,11_Coalition Building_End-Zone-Dance.wav
11_Coalition Building_End-Zone-Dance_seg004.wav,11_Coalition Building_End-Zone-Dance.wav
11_Coalition Building_End-Zone-Dance_seg005.wav,11_Coalition Building_End-Zone-Dance.wav
11_Courtship_Chase_seg001.wav,11_Courtship_Chase.wav
11_Courtship_Chase_seg002.wav,11_Courtship_Chase.wav
11_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,11_Movement Space & Leadership_Lets-Go-Rumble.wav
11_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,11_Movement Space & Leadership_Lets-Go-Rumble.wav
11_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,11_Movement Space & Leadership_Lets-Go-Rumble.wav
11_Protest & Distress_Rumble-Roar_seg001.wav,11_Protest & Distress_Rumble-Roar.wav
11_Protest & Distress_Rumble-Roar_seg002.wav,11_Protest & Distress_Rumble-Roar.wav
11_Protest & Distress_Rumble-Roar_seg003.wav,11_Protest & Distress_Rumble-Roar.wav
11_Social Play_Pulsated-Trumpet_seg001.wav,11_Social Play_Pulsated-Trumpet.wav
11_Social Play_Pulsated-Trumpet_seg002.wav,11_Social Play_Pulsated-Trumpet.wav
12_Advertisement & Attraction_Estrous-Walk_seg001.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg002.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg003.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg004.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg005.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg006.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Advertisement & Attraction_Estrous-Walk_seg007.wav,12_Advertisement & Attraction_Estrous-Walk.wav
12_Affiliative_Conciliation_seg001.wav,12_Affiliative_Conciliation.wav
12_Affiliative_Conciliation_seg002.wav,12_Affiliative_Conciliation.wav
12_Affiliative_Conciliation_seg003.wav,12_Affiliative_Conciliation.wav
12_Aggressive_Musth-Rumble_seg001.wav,12_Aggressive_Musth-Rumble.wav
12_Attacking & Mobbing_Trumpet-Blast_seg001.wav,12_Attacking & Mobbing_Trumpet-Blast.wav
12_Attacking & Mobbing_Trumpet-Blast_seg002.wav,12_Attacking & Mobbing_Trumpet-Blast.wav
12_Attacking & Mobbing_Trumpet-Blast_seg003.wav,12_Attacking & Mobbing_Trumpet-Blast.wav
12_Attacking & Mobbing_Trumpet-Blast_seg004.wav,12_Attacking & Mobbing_Trumpet-Blast.wav
12_Attacking & Mobbing_Trumpet-Blast_seg005.wav,12_Attacking & Mobbing_Trumpet-Blast.wav
12_Calf Nourishment & Weaning_Begging-Rumble_seg001.wav,12_Calf Nourishment & Weaning_Begging-Rumble.wav
12_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,12_Calf Reassurance & Protection_Coo-Rumble.wav
12_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,12_Calf Reassurance & Protection_Coo-Rumble.wav
12_Calf Reassurance & Protection_Coo-Rumble_seg003.wav,12_Calf Reassurance & Protection_Coo-Rumble.wav
12_Calf Reassurance & Protection_Coo-Rumble_seg004.wav,12_Calf Reassurance & Protection_Coo-Rumble.wav
12_Calf Reassurance & Protection_Coo-Rumble_seg005.wav,12_Calf Reassurance & Protection_Coo-Rumble.wav
12_Conflict & Confrontation_Cry-Rumble_seg001.wav,12_Conflict & Confrontation_Cry-Rumble.wav
12_Courtship_Chase_seg001.wav,12_Courtship_Chase.wav
12_Courtship_Chase_seg002.wav,12_Courtship_Chase.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg004.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg005.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg006.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Movement Space & Leadership_Lets-Go-Rumble_seg007.wav,12_Movement Space & Leadership_Lets-Go-Rumble.wav
12_Protest & Distress_Social-Trumpet_seg001.wav,12_Protest & Distress_Social-Trumpet.wav
12_Social Play_Pulsated-Trumpet_seg001.wav,12_Social Play_Pulsated-Trumpet.wav
12_Social Play_Pulsated-Trumpet_seg002.wav,12_Social Play_Pulsated-Trumpet.wav
13_Advertisement & Attraction_Estrous-Walk_seg001.wav,13_Advertisement & Attraction_Estrous-Walk.wav
13_Affiliative_Greeting-Rumble_seg001.wav,13_Affiliative_Greeting-Rumble.wav
13_Affiliative_Greeting-Rumble_seg002.wav,13_Affiliative_Greeting-Rumble.wav
13_Affiliative_Greeting-Rumble_seg003.wav,13_Affiliative_Greeting-Rumble.wav
13_Affiliative_Greeting-Rumble_seg004.wav,13_Affiliative_Greeting-Rumble.wav
13_Aggressive_Parallel-Walk_seg001.wav,13_Aggressive_Parallel-Walk.wav
13_Aggressive_Parallel-Walk_seg002.wav,13_Aggressive_Parallel-Walk.wav
13_Attacking & Mobbing_Bow-Neck-Charge_seg001.wav,13_Attacking & Mobbing_Bow-Neck-Charge.wav
13_Attacking & Mobbing_Bow-Neck-Charge_seg002.wav,13_Attacking & Mobbing_Bow-Neck-Charge.wav
13_Attacking & Mobbing_Bow-Neck-Charge_seg003.wav,13_Attacking & Mobbing_Bow-Neck-Charge.wav
13_Attacking & Mobbing_Bow-Neck-Charge_seg004.wav,13_Attacking & Mobbing_Bow-Neck-Charge.wav
13_Calf Nourishment & Weaning_Begging-Rumble_seg001.wav,13_Calf Nourishment & Weaning_Begging-Rumble.wav
13_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,13_Calf Reassurance & Protection_Coo-Rumble.wav
13_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,13_Calf Reassurance & Protection_Coo-Rumble.wav
13_Calf Reassurance & Protection_Coo-Rumble_seg003.wav,13_Calf Reassurance & Protection_Coo-Rumble.wav
13_Courtship_Chase_seg001.wav,13_Courtship_Chase.wav
13_Courtship_Chase_seg002.wav,13_Courtship_Chase.wav
13_Courtship_Chase_seg003.wav,13_Courtship_Chase.wav
13_Courtship_Chase_seg004.wav,13_Courtship_Chase.wav
13_Courtship_Chase_seg005.wav,13_Courtship_Chase.wav
13_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,13_Movement Space & Leadership_Lets-Go-Rumble.wav
13_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,13_Movement Space & Leadership_Lets-Go-Rumble.wav
13_Protest & Distress_Baroo-Rumble_seg001.wav,13_Protest & Distress_Baroo-Rumble.wav
13_Social Play_Pulsated-Trumpet_seg001.wav,13_Social Play_Pulsated-Trumpet.wav
13_Social Play_Pulsated-Trumpet_seg002.wav,13_Social Play_Pulsated-Trumpet.wav
14_Advertisement & Attraction_Estrous-Walk_seg001.wav,14_Advertisement & Attraction_Estrous-Walk.wav
14_Advertisement & Attraction_Estrous-Walk_seg002.wav,14_Advertisement & Attraction_Estrous-Walk.wav
14_Advertisement & Attraction_Estrous-Walk_seg003.wav,14_Advertisement & Attraction_Estrous-Walk.wav
14_Affiliative_Greeting-Rumble_seg001.wav,14_Affiliative_Greeting-Rumble.wav
14_Aggressive_Parallel-Walk_seg001.wav,14_Aggressive_Parallel-Walk.wav
14_Aggressive_Parallel-Walk_seg002.wav,14_Aggressive_Parallel-Walk.wav
14_Aggressive_Parallel-Walk_seg003.wav,14_Aggressive_Parallel-Walk.wav
14_Attacking & Mobbing_Charge_seg001.wav,14_Attacking & Mobbing_Charge.wav
14_Attacking & Mobbing_Charge_seg002.wav,14_Attacking & Mobbing_Charge.wav
14_Calf Nourishment & Weaning_Begging-Rumble_seg001.wav,14_Calf Nourishment & Weaning_Begging-Rumble.wav
14_Calf Reassurance & Protection_Coo-Rumble_seg001.wav,14_Calf Reassurance & Protection_Coo-Rumble.wav
14_Calf Reassurance & Protection_Coo-Rumble_seg002.wav,14_Calf Reassurance & Protection_Coo-Rumble.wav
14_Coalition Building_High-Fiving_seg001.wav,14_Coalition Building_High-Fiving.wav
14_Coalition Building_High-Fiving_seg002.wav,14_Coalition Building_High-Fiving.wav
14_Coalition Building_High-Fiving_seg003.wav,14_Coalition Building_High-Fiving.wav
14_Courtship_Chase_seg001.wav,14_Courtship_Chase.wav
14_Courtship_Chase_seg002.wav,14_Courtship_Chase.wav
14_Courtship_Chase_seg003.wav,14_Courtship_Chase.wav
14_Courtship_Chase_seg004.wav,14_Courtship_Chase.wav
14_Protest & Distress_Baroo-Rumble_seg001.wav,14_Protest & Distress_Baroo-Rumble.wav
14_Protest & Distress_Baroo-Rumble_seg002.wav,14_Protest & Distress_Baroo-Rumble.wav
14_Protest & Distress_Baroo-Rumble_seg003.wav,14_Protest & Distress_Baroo-Rumble.wav
14_Social Play_Pulsated-Trumpet_seg001.wav,14_Social Play_Pulsated-Trumpet.wav
14_Social Play_Pulsated-Trumpet_seg002.wav,14_Social Play_Pulsated-Trumpet.wav
15_Advertisement & Attraction_Estrous-Walk_seg001.wav,15_Advertisement & Attraction_Estrous-Walk.wav
15_Advertisement & Attraction_Estrous-Walk_seg002.wav,15_Advertisement & Attraction_Estrous-Walk.wav
15_Advertisement & Attraction_Estrous-Walk_seg003.wav,15_Advertisement & Attraction_Estrous-Walk.wav
15_Advertisement & Attraction_Estrous-Walk_seg004.wav,15_Advertisement & Attraction_Estrous-Walk.wav
15_Affiliative_Greeting-Rumble_seg001.wav,15_Affiliative_Greeting-Rumble.wav
15_Affiliative_Greeting-Rumble_seg002.wav,15_Affiliative_Greeting-Rumble.wav
15_Aggressive_Parallel-Walk_seg001.wav,15_Aggressive_Parallel-Walk.wav
15_Aggressive_Parallel-Walk_seg002.wav,15_Aggressive_Parallel-Walk.wav
15_Attacking & Mobbing_Charge_seg001.wav,15_Attacking & Mobbing_Charge.wav
15_Calf Reassurance & Protection_Rev_seg001.wav,15_Calf Reassurance & Protection_Rev.wav
15_Coalition Building_High-Fiving_seg001.wav,15_Coalition Building_High-Fiving.wav
15_Coalition Building_High-Fiving_seg002.wav,15_Coalition Building_High-Fiving.wav
15_Coalition Building_High-Fiving_seg003.wav,15_Coalition Building_High-Fiving.wav
15_Coalition Building_High-Fiving_seg004.wav,15_Coalition Building_High-Fiving.wav
15_Coalition Building_High-Fiving_seg005.wav,15_Coalition Building_High-Fiving.wav
15_Courtship_Chase_seg001.wav,15_Courtship_Chase.wav
15_Courtship_Chase_seg002.wav,15_Courtship_Chase.wav
15_Courtship_Chase_seg003.wav,15_Courtship_Chase.wav
15_Protest & Distress_Baroo-Rumble_seg001.wav,15_Protest & Distress_Baroo-Rumble.wav
15_Social Play_Pulsated-Trumpet_seg001.wav,15_Social Play_Pulsated-Trumpet.wav
15_Social Play_Pulsated-Trumpet_seg002.wav,15_Social Play_Pulsated-Trumpet.wav
15_Social Play_Pulsated-Trumpet_seg003.wav,15_Social Play_Pulsated-Trumpet.wav
16_Affiliative_Greeting-Rumble_seg001.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg002.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg003.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg004.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg005.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg006.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg007.wav,16_Affiliative_Greeting-Rumble.wav
16_Affiliative_Greeting-Rumble_seg008.wav,16_Affiliative_Greeting-Rumble.wav
16_Aggressive_Female-Chorus-Rumble_seg001.wav,16_Aggressive_Female-Chorus-Rumble.wav
16_Calf Nourishment & Weaning_Begging-Rumble_seg001.wav,16_Calf Nourishment & Weaning_Begging-Rumble.wav
16_Calf Nourishment & Weaning_Begging-Rumble_seg002.wav,16_Calf Nourishment & Weaning_Begging-Rumble.wav
16_Calf Nourishment & Weaning_Begging-Rumble_seg003.wav,16_Calf Nourishment & Weaning_Begging-Rumble.wav
16_Calf Nourishment & Weaning_Begging-Rumble_seg004.wav,16_Calf Nourishment & Weaning_Begging-Rumble.wav
16_Calf Nourishment & Weaning_Begging-Rumble_seg005.wav,16_Calf Nourishment & Weaning_Begging-Rumble.wav
16_Calf Reassurance & Protection_Bonding-Ceremony_seg001.wav,16_Calf Reassurance & Protection_Bonding-Ceremony.wav
16_Calf Reassurance & Protection_Bonding-Ceremony_seg002.wav,16_Calf Reassurance & Protection_Bonding-Ceremony.wav
16_Calf Reassurance & Protection_Bonding-Ceremony_seg003.wav,16_Calf Reassurance & Protection_Bonding-Ceremony.wav
16_Courtship_Chase_seg001.wav,16_Courtship_Chase.wav
16_Courtship_Chase_seg002.wav,16_Courtship_Chase.wav
16_Courtship_Chase_seg003.wav,16_Courtship_Chase.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg001.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg002.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg003.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg004.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg005.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
16_Movement Space & Leadership_Body-Axis-Pointing_seg006.wav,16_Movement Space & Leadership_Body-Axis-Pointing.wav
